"N:METH:cg18416881:AKR1B1:TssD28:Island"	"N:METH:cg09185773:WASF3:TssD885:Shore"	"N:METH:cg16580737:MME:TssU57:Island"	"N:METH:cg25924032:BMS1:TssD99:Island"	"N:METH:cg24009736:B4GALNT1:TssD89:Island"	"N:METH:cg09979256:RSPO3:TssU80:Island"	"N:METH:cg09470640:PTPRO:TssD316:Shore"	"N:METH:cg04274487:RAB31:TssD133:Island"	"N:METH:cg02136132:KCNK13:TssU219:Island"	"N:METH:cg09542745:SFRP5:TssD546:Island"	"N:METH:cg18244915:ZNF570:TssU35:Shore"	"N:METH:cg13436799:LRP2:TssD48:Island"	"N:METH:cg02982690:BHLHE22:TssU79:Shore"	"N:METH:cg10182321:STK32B:TssU777:Shore"	"N:METH:cg19237753:SIRPA:TssD272:Shore"	"N:METH:cg05702737:WNT10A:TssD211:Island"	"N:METH:cg23764381:ATRNL1:TssU438:Island"	"N:METH:cg10073723:BMPER:TssU311:Island"	"N:METH:cg19803671:UBE2E2:TssD600:Shore"	"N:METH:cg25179291:FNBP1:TssU265:Island"	"N:METH:cg00893636:MLH1:TssU2:Island"
"1"	-1.76041593034916	-0.973828827998481	-0.951866175392427	-1.01769058297288	-0.873148205510166	-0.396500298243114	-1.05344026153769	-0.992661239332461	-0.839828811308013	-0.874638462973614	-0.733091372727756	-0.476026009325255	-0.962880784808422	-0.746155036820552	-0.798315746806059	-0.587595796245594	-0.47836692187493	-0.414224237672467	-0.436775157163665	-0.402649408366391	-0.390442118855605
"2"	0.0276710045551045	-0.976445112087643	-0.852637017899504	-1.01096549873177	0.435483749723157	-1.4219647267668	-0.151232502703725	-0.945710936303677	-0.140452058780063	-0.812091915235942	-0.698910643677517	-0.724434236124845	-0.919707914516421	-0.836179824728515	-0.772015347481576	-0.585062263383285	-0.458183265530154	-0.351625150385593	-0.593057568474172	-0.393461138290011	-0.440173280740321
"3"	0.728909388863247	-0.412255474331156	-0.975855559580636	-1.02288874779103	-0.964655484765879	-1.49289538663722	-1.03229224245134	-0.966109725105326	-0.830361872332405	-0.912535906121065	-0.752512407036825	-0.904976810032948	0.78797183042272	-0.949722823296356	-0.75045096102438	-0.537426397114107	-0.462801721679089	-0.372839571485397	-0.299216326805131	-0.377385642114832	-0.342097100320818
"4"	-0.53129024359045	-0.921400065603845	0.374858575603207	0.659132494637217	0.531701890006294	-1.46021005344339	0.0222002129086556	-0.889267729148215	-0.822270736170542	-0.295251266700235	-0.71318599610421	-0.637928867890348	-0.999854025936851	-0.837252723787446	0.2240758833917	-0.413332322980881	-0.438453335487496	-0.377950151265072	-0.549974546083008	-0.420925211570823	-0.447097459077938
"5"	-1.74540997068741	-0.945005525612814	-0.943165615190291	-1.00261391336621	0.662631637859931	-0.832961681661655	-1.01950346481314	-0.902632915410409	-0.847893404650319	-0.891812893144854	-0.789114847659449	-0.856961346358615	-0.900364738883329	-0.581922494370338	-0.719996845496622	-0.474834514270654	-0.456898503685207	-0.3448674197129	-0.454941414134125	-0.38574150688135	-0.448575140196259
"6"	-1.80140068894396	-1.01274421309956	-1.02973224974996	-1.00981035099441	-0.910717648440793	-1.47107610750957	-1.01294102938761	-0.896770834717958	0.144352395074918	-0.877623003205079	-0.770028847131823	-0.858417079645166	-0.944177946459831	-0.863976467218485	-0.715818866932345	-0.423471902887886	-0.445135052294487	-0.390517030176533	-0.347891375213056	-0.426895201245378	-0.428077218488583
"7"	-1.37033407407602	-0.890613323001171	-0.958612017239534	-0.934188006877468	-0.893831625810633	-1.46589511835419	0.265867792234869	-0.656814543123987	-0.843827929454719	-0.824238816326799	-0.639402089084512	-0.843207040278894	-0.987134598967455	-1.01961265279162	-0.740493688069798	-0.46937515958671	-0.408091881776245	-0.382766596956709	-0.554884006774094	-0.256761099409858	-0.235285601431951
"8"	-1.73410175466723	-0.44043084144521	-0.935121630251361	-0.956686832635725	-0.670372389706413	-1.4530885621318	-0.939336615770447	-0.642640023066725	-0.667052751199903	-0.856247122053235	-0.768269919779248	-0.846423103219019	-0.924901299375779	-0.152433760657201	-0.557283747683236	-0.336460032326434	-0.484781178966988	-0.100817013514843	-0.423305450599218	-0.381150022815484	-0.137019807063637
"9"	1.10371440425439	-1.04657919663914	0.998154852610895	-0.928724290855324	-0.899308056127833	0.58731913478732	-0.55691424617964	-1.04906867482847	-0.864354376579402	-0.931899887384734	-0.710414684064232	-0.782540937880676	0.662108131709547	-0.483979316475296	-0.788135260130272	-0.665034726507955	-0.460962936138923	-0.243302919113075	-0.437038163986401	0.304322494994637	-0.363360016235766
"10"	0.228252098601182	-0.886455738341659	-0.143760845156275	-1.0032047647951	-0.112159281996871	-1.48001681959262	-1.01254030286458	-0.952221378323668	-0.66935312889491	0.416819172750234	-0.793062419606014	-0.408935692640736	0.197156734613182	-0.327520355550219	-0.679993064679088	-0.445173110179449	-0.48157166238779	-0.3441100244362	-0.52026729924817	-0.376903165151791	-0.396110922083853
"11"	0.203528812625514	-0.821951818612428	-0.0240390357340437	-0.985200393164411	-0.919104112024242	0.102875803521621	-0.899345832327006	-0.918672033216528	-0.755320897639301	-0.91583577724008	-0.786991753153133	-0.802050928558037	-0.981313350926542	-0.396962595254029	-0.568017416189833	-0.564734067449361	-0.442450903012479	-0.350235366819609	-0.342424590540456	-0.428066931012764	-0.388343288594628
"12"	-1.5951224898687	-0.990140107601268	-1.13676152136977	-1.01973532724362	-0.887533078472026	-0.929948889039915	-0.980572667656422	-1.00596829664805	-0.798466250830473	-0.888468609224776	-0.81219212019209	-0.849520492249914	-0.982756188833826	-0.828050804251339	-0.730148217339208	-0.562609168919682	-0.496243738178409	-0.351242776071142	-0.563005907942893	-0.399701527141655	-0.338344051816765
"13"	-1.71826165283517	-1.03193684122081	-1.03471096617439	-1.01468985436777	-0.832768775300023	-1.36252926814602	0.298744602672695	-0.904788157892302	-0.837807133218363	-0.909724575813748	-0.759504416388675	-0.873540091478003	-0.868834364673155	-0.363788293063773	-0.283104510961606	-0.548704704694709	-0.46525184371053	-0.390289076258303	-0.596858643269439	-0.421397084644567	-0.34601360912557
"14"	-0.31406930315727	-0.894343859413485	-0.930161673120174	-1.03493149489209	-0.773959134403639	-1.47757224168098	-1.01504376641168	-0.911812817516894	-0.806101735256594	-0.878844355234324	-0.804260559583585	-0.876764066012076	-0.967267511010682	-0.794988399508947	-0.596064705506348	-0.426593869189183	-0.390711776371929	-0.414430131534094	-0.0995816242135145	-0.455064433164482	-0.296321677713022
"15"	0.32800518288562	0.407578988280216	-1.07125031753644	0.215462820566891	0.878513477925579	-1.41077272897907	-0.817791521559416	-0.886473068253644	-0.826053087957526	-0.850286924150519	-0.783011406162731	-0.640061042459508	-0.181764932507117	0.329778417608307	-0.659569009188913	-0.503270015363967	-0.44822994328157	-0.346043956065055	0.0552166771686928	-0.37437943949896	-0.267552664789968
"16"	-0.52054098881842	-0.773685549477848	0.387314746310878	0.415622040576173	-0.906280826420503	0.00206065243675485	-0.854511859508452	-0.917464739710074	-0.838346837216037	-0.876601508780619	-0.78652926086788	-0.880130449237225	-0.0198510762834317	-0.777881254391392	-0.489776154435598	-0.469909108448014	-0.451401251330063	-0.188233664479997	-0.435835847082462	-0.323740566158218	-0.396947838823432
"17"	0.452051582954845	-0.937495366782762	-0.983014105878901	-0.977419742887433	-0.95578619055081	-1.18282057627233	-0.972605534956614	-0.926622284529402	-0.825814202581506	-0.880327742789843	-0.794737588513228	-0.898473479807161	-1.02364629828693	-0.933405542516664	-0.79130392447693	-0.518231480396011	-0.454820914828137	-0.39813510305674	-0.439123432366671	-0.388424290873645	-0.360914650137307
"18"	-1.75132206081203	-0.894054251981477	-0.936862492663518	-1.01745158688929	-0.856592769618773	-0.33328237643501	-0.875862396299989	-0.814867148948601	-0.767738513389083	-0.884684638574169	-0.786718627787826	-0.868179986577795	-0.969313263893631	-0.593237301010229	-0.662533869703167	-0.530000149175769	-0.179700389488688	-0.353036994008179	-0.199837320213884	-0.319212705428138	-0.330864108456771
"19"	-1.75738894020536	0.866729483027359	-0.996952260752094	-0.958751493246766	-0.832264195540853	-1.46532282181984	-0.98531244373527	-0.866284437951267	-0.758992654344794	-0.802805198533573	1.52265101933959	-0.860853850581349	-0.912289981298572	0.109472089372618	-0.697670620904012	-0.459911188442988	-0.431528039297263	-0.30794623831182	-0.421821340670917	-0.411789960940931	-0.349845118573959
"20"	1.22922270297261	1.16360164383885	-1.05805503067533	-0.324070838144697	-0.910173920252032	0.116861063202191	-0.954193659333963	-0.874422490476256	-0.810600743171638	-0.866346593015066	-0.779959685414372	-0.854576000783099	-0.122346622146653	-0.644394181292505	0.852713656913233	-0.599724063238067	-0.456053139943365	-0.387744816396767	-0.519259106427679	-0.371261896045462	-0.352591251625705
"21"	1.51270204982058	-1.00568564551942	-1.03832025419269	-0.994069803377757	-0.892739819607601	-1.47056824171087	-0.931154038703419	-0.920527688050523	-0.826535282512825	-0.8581124596979	-0.790505966186744	-0.848420780691052	-1.04960490651508	-0.576130155892674	-0.723248001870681	-0.555101194114818	-0.410895432716705	-0.409797519647482	-0.589344162619817	-0.438591291140643	-0.355311231029339
"22"	-1.75210890626134	-0.980224734505382	0.792477961588434	0.976466183408152	-0.879246660875309	0.696320779343739	-1.00420260585315	-0.920885404645028	-0.693860998953261	-0.851690368664124	-0.811267135621585	-0.889881488778932	0.274911976302522	-0.726928422396398	-0.731599106527034	-0.579706429396942	-0.487011601946877	-0.384443161258531	-0.532947985344407	-0.3999454165955	0.131558543809159
"23"	-1.63557408542681	-1.00680971504366	-1.0611653214936	-1.00126624100595	-0.889929832328084	-0.859075079818599	-0.966530003801	-0.928755169724139	-0.845482431873821	-0.856553570380573	-0.746041156714827	-0.881317188329522	-1.03736781152622	-1.10008666441425	-0.770904131347756	-0.496257850216028	-0.377329238492595	-0.380553237944216	-0.557219757842685	-0.398227586529287	-0.360855804429055
"24"	-0.198708300943845	-0.626515888012071	-1.03477099591274	0.772589246542976	-0.51830248987375	-1.45375939979127	-1.04160805688995	-0.520166804023067	-0.82288564482363	-0.881771158824406	-0.78674047781705	-0.389631403406039	-0.659814137695537	-0.558818962487838	-0.693482937395335	-0.519424692647292	-0.451291401804287	-0.396517365572526	-0.104653898652009	-0.404144556757354	-0.329190274977611
"25"	0.564789767003895	0.505309225081751	-1.03384053496831	-1.03143285777949	-0.899347204557424	-1.48517506848836	-1.03071949857063	-0.927954778843934	-0.804814408508042	-0.921023192404293	-0.804766751927287	-0.89757551389399	-1.01889366506495	-1.01018035615697	-0.781948358075158	-0.589840560846178	-0.490617532032136	-0.400495529113252	-0.569180306209999	-0.416370841117499	-0.359685428676049
"26"	-1.74333751436736	-0.814505471589428	-1.09240704844625	-1.00365620184188	-0.926720656492405	-1.45765556427681	-1.04673994171714	-0.929890919911692	-0.838466279904047	-0.85829455218226	-0.79431151294335	-0.898841368925773	-1.05449059683514	-0.902962854494852	-0.771530100261567	-0.569441534961264	-0.449103963421441	-0.379126687617228	-0.562742901120157	-0.43314619398632	-0.440127511856126
"27"	-1.73814347446152	-0.490154964940918	-1.11049100712425	-1.00787846598536	1.1177538809804	-1.46004708158262	-1.02265757034925	-0.916257446203619	-0.823093563576833	0.827015803372358	-0.793554045263566	-0.873777439296463	-1.04192085910108	-0.667306829293354	-0.7678664837505	-0.410929553105014	-0.477898867373797	-0.382604823208288	-0.526354028574364	-0.377597719900785	-0.420021894870127
"28"	-1.53625957073707	-0.0706168765718964	-1.08527101329986	-0.630822311436534	-0.847240644772084	0.287450910958951	-0.346511277152248	-0.892080275872511	-0.73284797708038	-0.944784040973244	-0.687457586692327	-0.913410569182205	-0.824775833072072	-0.890522491173506	-0.713974927496311	-0.55683925214294	-0.0837587688890972	-0.354992985693638	-0.580339309974687	0.0813227030658761	-0.42258495238509
"29"	0.436529659064034	-0.970505705431196	-1.03976471977175	-0.995118730633527	-0.890530108248476	-0.0533876806599214	9.56208318477661e-05	-0.922843902999943	-0.814652946957459	-0.843038755016962	0.317986074760539	-0.879303687669592	0.820945042540178	-0.747807169727249	0.186808896895016	-0.573255455399148	-0.463694846084312	-0.376273586963251	-0.510116488303972	-0.418295447025016	-0.356278916009478
"30"	0.20292685435828	2.40498672104168	0.489552894438607	-0.433942648796558	-0.894096965166748	-0.237735385500819	-0.0420883862698963	-0.841445491920324	-0.846274292657294	-0.916803976303264	-0.811893503126021	-0.884932786764054	0.509924075782817	-0.583962977243151	-0.725659680554125	-0.505520228422319	-0.502643667071452	-0.352911987020763	-0.564258321384497	-0.347281200398914	-0.441500578381999
"31"	1.08212990067215	0.263266132330184	-1.08904163123999	-0.945155271602355	-0.878963922217153	-1.45466522013373	-0.819678814216266	-0.927297474601531	-0.313688194427175	-0.884995528181613	-0.806798804645168	-0.395129961200348	-1.03421186348118	-0.98581304133389	-0.580289318383858	-0.528071395125753	-0.478003940833235	-0.372067469504295	-0.557238544044309	-0.394500319441177	-0.423480714832922
"32"	0.12953094277486	0.505750999130578	-1.03078652202974	0.332305350323553	-0.904667041156261	-1.39449828316109	-1.02045142002891	0.64818030820466	-0.849861997100854	-0.91634652445231	-0.363407086606407	-0.108532470410644	-0.659148852205147	-0.353059302474464	1.02609248862241	-0.382521294300543	-0.470567605544826	-0.370449732020081	-0.537926328774781	-0.393657310242017	-0.443730176883535
"33"	1.1833018865865	-0.557451878378841	-1.11826485824061	-0.259409119972544	-0.910186969728562	0.761168419759606	-0.00908230921173892	0.159450010962168	-0.821956646139108	-0.602170369729388	-0.796106857011299	-0.39319162068293	1.15687263484402	-0.778717194148964	0.642407511761375	-0.521075575351119	-0.44592787930661	-0.370927699913144	-0.514988376591811	-0.399574280470083	-0.32752297991048
"34"	-1.71974504999371	-0.741313328899941	-1.07561748100142	-1.01177542990395	-0.899229759268651	-1.47247463347763	-0.995278900162883	-0.846042150159714	-0.841014390581594	-0.866848457667083	-0.764875881906371	-0.874097858851383	-1.03036152370555	-1.0706444712204	-0.725057974001314	-0.474398637649181	-0.441314199224013	-0.379347288183257	-0.543029913549316	-0.282502040679808	-0.297021287800014
"35"	-1.72913559896256	-0.966470835785246	-1.04854782086411	-0.8280471906417	0.435744739253762	0.221200954531753	-0.980887216432564	-0.914321305135861	-0.758187522151541	-0.748008684581475	-0.748004017673497	-0.890894172804358	-1.02446958908128	-0.653543443206087	-0.727183356824953	-0.527951529054848	-0.471331776158921	-0.396112931201473	-0.531225916862202	-0.400321854665565	-0.336539450097046
"36"	-1.74392657352887	-0.860381252259803	-1.05489596569465	-1.04984883377636	-0.630875974074817	-1.44417438035166	-0.962186645357838	-0.921292307271277	-0.720806384607668	-0.874154363442022	-0.75288749920518	-0.915839428524439	-1.02273984680627	-0.785839137595364	-0.710820820566253	-0.558402959522472	-0.434202636446594	-0.373913160906739	-0.547632532947209	-0.288896185926268	-0.416432306666774
"37"	-0.799419654623963	0.237495979481964	1.6554429689594	-0.55429045444592	-0.912731617651963	-0.198243134587124	-0.875328094269282	-0.877413895497805	-0.730613956434267	1.14812035506118	-0.818823604061734	-0.868448980772049	-1.0116129469795	-0.589696075895475	-0.688761481944648	-0.498050392821834	-0.463618429022902	-0.404076611635126	-0.553249607232801	-0.417823573951272	-0.353500090897592
"38"	-0.234180841691544	-0.971919382387441	-1.02486608908495	-0.960052694146329	-0.895784697464662	0.732174588714522	-0.933299864600933	-0.859201649380068	-0.802071650487071	-0.80726868504045	-0.73650361895832	-0.838495686082475	-0.916801448530279	-0.966461365056241	-0.652634826414986	-0.452800951055218	-0.442446126946141	-0.378964913868806	-0.565216417667324	-0.370090166278076	-0.312863860143778
"39"	-1.73960967281242	-0.898422906464318	2.26140565901846	1.64319886883211	-0.909156061082671	-1.45900102963903	-1.02113653311667	-0.881728851919022	-0.822186683908609	-0.896973660628429	1.46722477854003	-0.867115877191703	-0.892901067288016	-1.01142439248911	-0.740731459207602	-0.561541271197074	-0.463756934946707	-0.381582707252352	-0.567621051475203	-0.404685355111532	-0.324279927544608
"40"	0.431241025716195	-0.174188348019028	-1.0864340894804	0.769601795498061	-0.885810547570031	-1.46281760321581	0.452658058614911	-0.919977698786472	-0.652458624246384	-0.102721774090132	-0.766052141812959	-0.906685714325856	-1.04511007142064	-0.967942360689734	-0.74169710117542	-0.527417580193545	-0.472626090136544	-0.379347288183257	-0.533286136973639	-0.41357141434293	-0.397425142901474
"41"	0.767176735851673	-0.875038333479762	-1.04905432178144	-0.988114817628228	-0.900447710411476	-1.41025728309382	-0.917253568130362	-1.0325511110772	-0.837373600498919	-0.891466473296559	-0.763207996342232	-0.908050464281997	-1.04449052430771	-0.831697344611141	-0.773835024556609	-0.605455840810431	-0.448545163659884	-0.380266457208378	-0.630335654563504	-0.433994505130129	2.07640920152791
"42"	0.591963883067586	-0.763367671137475	-0.301564019844431	-0.248521520608855	-0.774341919048526	-0.0787430701620925	-0.889857662394622	-0.99585833139585	-0.803252805957392	-0.78912161452592	-0.645170496799788	0.65647910645369	-0.299686785678758	-0.98225206961069	-0.715328767240136	-0.489267478899162	-0.406296080833123	-0.39699533346559	-0.558691343636569	-0.420856286290389	-0.318702662084753
"43"	-1.85293261632107	-0.938226748263597	-1.03293633703441	0.443969631602364	-0.868593938201104	-1.4424574907486	-0.977832215305379	-1.00510530536381	-0.879036979598115	-0.516737905603715	-0.781245195467081	-0.792200994091973	-1.05032008841725	-0.493786798670431	-0.723563412563687	-0.542662365029546	-0.455742695631389	-0.380244397151776	-0.649741800841152	-0.439725907295488	-0.348027440030184
"44"	-1.76254428279402	-0.722783361851935	-0.966055704794962	-0.968703024616382	-0.898759978113562	-1.48246897759082	-1.0061286784961	-1.00731420533487	-0.832476450290508	-0.814654533857304	-0.80786945607717	-0.891570614086968	-1.02142174992843	-1.1357161282547	-0.802450053120534	-0.66884864694584	-0.45901907713932	-0.374126408120567	-0.557983730042063	-0.434158865414242	-0.30575006785735
"45"	0.62296473383012	0.991653366834444	-0.978451845764283	-1.00938546906802	1.05494240061473	-1.40848733288493	0.414782938857574	-0.122520094656418	-0.722797096074501	-0.667994582185543	-0.771270657126084	-0.869026527130301	-0.940747568150007	-0.709360523081756	-0.790032576760507	-0.52103743614674	-0.439470637617509	-0.419753958527598	-0.556581026987467	-0.442461710734271	-0.29156825216869
