"N:METH:cg09979256:RSPO3:TssU80:Island"	"N:METH:cg14174099:SLC8A3:TssU74:Island"	"N:METH:cg07540118:ADAM19:TssD37:Island"	"N:METH:cg09628601:NPAS1:TssU514:Island"	"N:METH:cg24824266:SV2B:TssD109:Island"	"N:METH:cg23764381:ATRNL1:TssU438:Island"	"N:METH:cg10073723:BMPER:TssU311:Island"	"N:METH:cg25808906:DGKG:TssD4:Island"	"N:METH:cg16884569:RASSF2:TssD656:Island"	"N:METH:cg05882522:CAPN14:TssU64:Island"	"N:METH:cg14046986:RCSD1:TssD40:Shore"	"N:METH:cg02279071:EPM2AIP1:TssD278:Shore"	"N:METH:cg00893636:MLH1:TssU2:Island"	"N:METH:cg13846866:MLH1:TssD59:Shore"	"N:METH:cg10182321:STK32B:TssU777:Shore"	"N:METH:cg19799744:ENPP5:TssU254:NA"	"N:METH:cg22639768:FAM13C:TssD54:Island"	"N:METH:cg04683240:HLX:TssD112:Island"	"N:METH:cg18119529:ZNF114:TssD133:Island"	"N:METH:cg26332534:HTR7:TssU607:Shore"	"N:METH:cg19803671:UBE2E2:TssD600:Shore"	"N:METH:cg03694261:C11orf63:TssD585:Shore"	"N:METH:cg10279685:NPHP1:TssD110:Island"	"N:METH:cg14706178:LRGUK:TssD105:Island"	"N:METH:cg03014628:RAB3C:TssD133:Island"	"N:METH:cg04274487:RAB31:TssD133:Island"	"N:METH:cg20712430:KREMEN2:TssU23:Island"	"N:METH:cg06540105:CCDC74A:TssD180:Shore"	"N:METH:cg22946876:RASSF8-AS1:TssU233:Island"	"N:METH:cg16111791:CACNB4:TssD127:Island"	"N:METH:cg21179457:INSM2:TssU451:Island"	"N:METH:cg11476211:PRKCE:TssU216:Island"
"1"	-1.41713934563918	-1.3346691859693	-1.29320111605058	-0.907652100799289	-0.9351459116172	-1.02598246130171	-0.945208818255692	-1.01170859581943	-0.774111040497484	-1.09224938341789	1.56608206582032	-0.588609743231749	-0.521547404323831	-0.239601310315691	-0.824408361683413	-0.446765956918013	-0.515614115212928	-0.820857760561142	-0.808170789341667	-0.623822422432253	-0.604019280910884	-0.556381166235715	-0.626448485950676	-0.693125517861719	-0.858318066184914	-0.91096770149633	-0.341701806952475	-0.373572366328818	-0.55537855305124	-0.782849888478773	-0.530782380506101	-0.481351087002347
"2"	-0.163176833626358	0.334016286920016	0.498853780092712	-1.14990987771525	-0.924697218130178	-0.336501259639795	0.185922792512691	-0.985184864067789	-0.981891259390576	-1.00220518271419	0.248714148311503	-0.591533762585282	-0.44203244760574	-0.45689857723308	-0.741174209803718	-0.730003383239537	-0.656587759381688	-0.803696520234944	-0.820830781862341	-0.680515321851938	-0.676320772018515	-0.529084353333269	-0.635171785126117	-0.748080351071711	0.355668641139772	-0.887692705047184	-0.273279639001117	-0.285320012844647	-0.586424345179447	-0.787615429075687	-0.527816869348141	-0.471344069184863
"3"	0.191315780425693	-1.32260343531251	-1.19119437597632	-0.768444425442075	-0.967595484459733	-0.982090257874539	-0.962681579144871	-0.95210423631264	-1.04189137469939	-1.06157916046758	-1.04580677011993	-0.54786471623312	-0.330555833144765	-0.470378167372614	-0.85617735105136	-0.717355640719601	-0.611266113753583	-0.817829937971786	-0.816115456684905	-0.667068390478779	-0.594995896716398	-0.436709274247331	-0.686031534560312	-0.671094322277037	-0.829960062811195	-0.860159410677961	-0.249854418660256	-0.330775320841273	-0.548416358203587	-0.557119328672449	-0.522823658253115	-0.457582809805221
"4"	-1.34773425949974	-1.32345790345687	-1.28611821561697	-0.340854185097937	-0.952025896639963	-1.00936785503547	-0.953947554154702	-0.910384423773764	-0.701165694830947	-1.13838414568321	-1.02723945558739	-0.566128513537718	-0.482863963170418	-0.405725033968929	-0.893011070656284	-0.27200442453395	-0.0496898530216297	-0.714597651012691	-0.820335454191797	-0.70639215262988	-0.580568883600834	-0.541486775686926	-0.664256924022127	-0.744271645416802	-0.848197465060495	-0.868537299745473	-0.249508852155451	-0.393926221333781	-0.518248260553738	-0.6601163166144	-0.523568837979987	-0.47200090047018
"5"	-0.452887660169288	0.756462035197668	0.950302528394351	0.822529471014739	-0.150166260819106	-0.987642539053412	-0.89155156656312	-0.783508254740552	-1.03632337201746	-0.986043403100699	-1.00381566774933	-0.545816392864983	-0.361877895697778	-0.509709784597004	-0.665638447884229	-0.774187141636805	-0.431446366945893	-0.626289737809644	0.979495910574292	-0.64902270585732	-0.619434445609706	-0.354772900642388	-0.526556619171743	-0.686985975572489	-0.472521654443211	-0.832792564435908	-0.145587579619597	-0.0657828423067761	-0.54426956979859	-0.321199987332606	-0.495956634086984	-0.435881619300123
"6"	-0.591109990354289	0.00147544774425307	-1.15151067280276	-0.416177382679236	-0.924283408487128	-1.00244094269337	-0.663091331437308	-0.330929729321595	0.121655799606155	0.122602072230193	-0.826666667772563	0.346885205947972	-0.432179061331598	-0.563886480900456	-0.438573460578421	-0.774547172262043	-0.583818397834825	-0.781954177173077	0.0943647879262663	-0.73472312576629	-0.655585191163521	-0.444231113730336	-0.534982787976813	-0.703712351185125	-0.47918781725857	-0.817049345741164	-0.246681489843412	-0.329823839426583	-0.604487043139862	-0.393156863480156	-0.479263594355084	-0.453641822093316
"7"	-1.3362236757964	-0.181512826841913	0.912800050425872	0.318030709448897	-0.766509861039944	1.04108651252081	-0.924598592078782	0.938109599514558	2.07145907899923	-0.5649937646453	0.506595962912075	-0.567431992044715	-0.399589876232614	-0.56286236419581	-0.041753722337227	-0.789348431299607	-0.581092230012863	-0.707725996909187	2.83911138271362	-0.163186534564894	-0.642952453291241	-0.315751205125976	0.18513228643598	-0.700081537171583	-0.548152404284863	-0.420523671233482	-0.256849522454487	-0.138271993384693	-0.576587382909925	-0.308491879074169	-0.487019546614363	-0.44746632010685
"8"	-0.432670658426712	0.190572963169299	-1.23238628691251	-0.547718595508747	-0.873953810651127	-0.962027554444656	-0.928697082769962	-0.947513946379347	-0.976944707953072	-1.04833576988789	-1.04378140500611	1.37950188573781	-0.376811839989573	-0.585042333186529	-0.63464980213798	-0.728016547566927	-0.508952534524617	-0.773575769747919	0.0799420116368898	-0.722571804683279	-0.628624255334003	-0.416624240269049	-0.539843392337422	-0.696783699820087	-0.502821368239016	-0.827572566225521	-0.258284147035041	-0.278865633763555	-0.56669105966119	-0.340373624354106	-0.402337727992623	-0.456945297087118
"9"	-1.36435271437026	-1.32087385969664	-1.27843527553586	-1.15883646929045	-0.924304961072703	-0.964396681337716	-0.931754462607405	-0.993972122720332	-1.03584726017697	-1.05411827176458	-0.723505135997057	-0.56462875834434	-0.359295379270753	-0.570856932885684	-0.831551507143566	-0.679932457396247	-0.577800793797371	-0.708270002859048	-0.792480556954133	-0.666506811957112	-0.661472494280615	-0.294540766156343	-0.592598048661912	-0.703776209723052	-0.788173777187062	-0.822297085306079	-0.132476995861546	0.0202036121382877	-0.535289101657707	-0.360606270397143	-0.440149262569071	-0.436654361988731
"10"	-1.38384682921359	-1.31530536922931	-1.28420457566009	-1.15280410959209	-0.935189016788351	-1.00201473023773	-0.902212353269027	-0.937907654139917	-1.05867055829895	0.161305171433762	-1.04670937848587	-0.575096848284699	-0.369203070796865	-0.599093952476406	-0.723631484923638	-0.777380746627343	-0.562803293128519	-0.846873413518626	-0.824725417075836	-0.759724424675806	-0.681755605726433	-0.466532506518115	-0.577461218473163	-0.718098767515164	-0.507523242604125	-0.84008854067682	-0.216952298717929	-0.371022003773979	-0.568607571275769	-0.453921686389575	-0.465287672538853	-0.453925161079139
"11"	0.273573954509927	-1.29627590958929	-1.22373030956519	-0.316139396037262	-0.941991012795992	-1.00416883102704	-0.884989270548391	-0.954677019783316	-1.04464279996706	-1.02880886643858	-1.05970253598777	2.92294122367498	-0.473499324164007	-0.579838713173731	-0.920525686625169	-0.795395612356846	-0.579811432007269	-0.828076576356333	-0.77787324682671	-0.773949606598677	-0.682707351725044	-0.459538918357581	-0.59473962982195	-0.703406742467905	-0.757845840856053	-0.838040304000823	-0.244796581635385	-0.258825669534572	-0.56887893575217	-0.494275503841803	-0.490375390010208	-0.441013918656966
"12"	1.13980694272967	-1.27578105772102	1.05287687354057	-1.16956789085627	-0.85154343216968	-0.975182544291695	-0.89824105711654	-0.923711071967194	-0.813934037176722	1.1535991938407	-1.0354597961689	-0.565252817552323	-0.401973273402416	-0.571982538633133	-0.808531370303495	-0.781794455403409	-0.579267629502101	-0.72320153458812	-0.795685618351772	-0.702642399981265	-0.661306068750803	-0.492221598004346	-0.465409431442603	-0.700081537171583	-0.531066481471916	-0.76456270297384	-0.238953366190503	-0.112120968110847	-0.543871003223876	-0.384852003258634	-0.492408159197117	-0.443151840095451
"13"	0.440552884423073	0.118995776584049	-1.29928665328633	-0.181996626464521	-0.894484803670386	0.462435908332603	-0.9114127582344	-0.907038879800205	-0.0219295080782341	-1.00041406841447	-1.04661691616545	-0.550904488504263	-0.482489860323512	-0.530939447096024	-0.558408729637342	-0.703934499078783	-0.489010724236406	-0.822521989289334	-0.790275863204848	-0.740648442451602	-0.351874201650334	-0.462122756347926	-0.537544836642094	-0.672626927187275	-0.426744702341129	-0.767077919117729	-0.149273622337515	-0.419930110306387	-0.54038990580005	-0.606686524612043	-0.529312298051728	-0.421463528635163
